participant,load,region,measure,contrast,balanced_contrast_mean,resample_sd,resample_ci2_5,resample_ci97_5
VP003,3,Central,entropy__mse,3T_minus_3NT,0.03541594701212442,0.018669779544001397,-0.00044424489994601625,0.06910717497958475
VP003,3,Central,sensitivity__mse__scale1,3T_minus_3NT,0.029130674396130034,0.012117490821029224,0.005358608282936906,0.052272303668775444
VP003,3,Central,sensitivity__mse__scale2,3T_minus_3NT,0.06857647456362204,0.018728235606436654,0.032318435140760604,0.10413152331653647
VP003,3,Central,sensitivity__mse__scale3,3T_minus_3NT,0.031312367069302134,0.02807803768811053,-0.024160076529226953,0.08185503520062691
VP003,3,Central,sensitivity__mse__scale4,3T_minus_3NT,-0.0013827263451311955,0.033665188180479935,-0.06840920334308061,0.06286994476573778
VP003,3,Central,sensitivity__mse__scale5,3T_minus_3NT,,,,
VP003,3,Frontal,entropy__sample_entropy,3T_minus_3NT,-0.024565656256815963,0.01858796977702205,-0.06295847978537164,0.011166732856549358
VP003,3,Frontal,entropy__mse,3T_minus_3NT,-0.055593395241685925,0.02864640995050112,-0.11230053840706014,-0.0005712989416773437
VP003,3,Frontal,sensitivity__mse__scale1,3T_minus_3NT,-0.024565656256815963,0.01858796977702205,-0.06295847978537164,0.011166732856549358
VP003,3,Frontal,sensitivity__mse__scale2,3T_minus_3NT,-0.03972172807465435,0.03108955068162768,-0.10211683599960263,0.01979669286495226
VP003,3,Frontal,sensitivity__mse__scale3,3T_minus_3NT,-0.07890756374913764,0.03459382802339957,-0.14877705727702534,-0.013098637549981767
VP003,3,Frontal,sensitivity__mse__scale4,3T_minus_3NT,-0.08329557895506624,0.0335622905336189,-0.1526203833081548,-0.020311953199272488
VP003,3,Frontal,sensitivity__mse__scale5,3T_minus_3NT,,,,
VP003,3,Occipital,entropy__sample_entropy,3T_minus_3NT,0.012191073723367883,0.011796388135066864,-0.010351295926142885,0.03431274706464863
VP003,3,Occipital,entropy__mse,3T_minus_3NT,0.014256759125432776,0.017534309327583437,-0.01917786300649149,0.04954250375435557
VP003,3,Occipital,sensitivity__mse__scale1,3T_minus_3NT,0.012191073723367883,0.011796388135066864,-0.010351295926142885,0.03431274706464863
VP003,3,Occipital,sensitivity__mse__scale2,3T_minus_3NT,0.005195544681601781,0.019502108492050862,-0.031738024871023084,0.04531086517121554
VP003,3,Occipital,sensitivity__mse__scale3,3T_minus_3NT,0.018121693427214994,0.03325280034280972,-0.049986274230750395,0.08394977044947385
VP003,3,Occipital,sensitivity__mse__scale4,3T_minus_3NT,0.015511717800169753,0.031962080146878645,-0.047061534314855005,0.076987673758684
VP003,3,Occipital,sensitivity__mse__scale5,3T_minus_3NT,,,,
VP003,3,Parietal,entropy__sample_entropy,3T_minus_3NT,0.03142715096850291,0.010423829027839114,0.011927403548243131,0.051284132783019354
VP003,3,Parietal,entropy__mse,3T_minus_3NT,0.04096389055080736,0.01345806736938751,0.015485450093181469,0.0668949032161502
VP003,3,Parietal,sensitivity__mse__scale1,3T_minus_3NT,0.03142715096850291,0.010423829027839114,0.011927403548243131,0.051284132783019354
VP003,3,Parietal,sensitivity__mse__scale2,3T_minus_3NT,0.04199322663931864,0.015402220287221083,0.01155867975684647,0.07196137563146453
VP003,3,Parietal,sensitivity__mse__scale3,3T_minus_3NT,0.030476535764602266,0.022885820591640904,-0.013451610721289975,0.07443778801388841
VP003,3,Parietal,sensitivity__mse__scale4,3T_minus_3NT,0.05149269927660672,0.020876389178379442,0.010739400199946908,0.09233682953297838
VP003,3,Parietal,sensitivity__mse__scale5,3T_minus_3NT,,,,
VP003,3,Temporal,entropy__sample_entropy,3T_minus_3NT,0.005464613280100081,0.019392332087936885,-0.030397729694611516,0.04203767207406715
VP003,3,Temporal,entropy__mse,3T_minus_3NT,0.04834033695337305,0.021843300190465317,0.003813649247242318,0.08916520808981823
VP003,3,Temporal,sensitivity__mse__scale1,3T_minus_3NT,0.005464613280100081,0.019392332087936885,-0.030397729694611516,0.04203767207406715
VP003,3,Temporal,sensitivity__mse__scale2,3T_minus_3NT,0.08547342202648343,0.026589540158192655,0.0325893930837067,0.13782984908369925
VP003,3,Temporal,sensitivity__mse__scale3,3T_minus_3NT,0.06288065679968083,0.03353086201338833,-0.002717267674801093,0.12405081567078859
VP003,3,Temporal,sensitivity__mse__scale4,3T_minus_3NT,0.04466345695434772,0.03637873559990795,-0.02072123478421442,0.11614873573317949
VP003,3,Temporal,sensitivity__mse__scale5,3T_minus_3NT,,,,
VP003,3,WholeBrain,entropy__sample_entropy,3T_minus_3NT,0.005268450386080075,0.011638806311052576,-0.019561976020056444,0.02694724665883297
VP003,3,WholeBrain,entropy__mse,3T_minus_3NT,0.00010165927207625791,0.016713060223542513,-0.034689304572873364,0.03231979831326709
VP003,3,WholeBrain,sensitivity__mse__scale1,3T_minus_3NT,0.005268450386080075,0.011638806311052576,-0.019561976020056444,0.02694724665883297
VP003,3,WholeBrain,sensitivity__mse__scale2,3T_minus_3NT,0.011902247597189537,0.018133195074892455,-0.025926980233453197,0.04581631470679802
VP003,3,WholeBrain,sensitivity__mse__scale3,3T_minus_3NT,-0.011389061536088822,0.02170440936630307,-0.054713520497229315,0.030917734252452266
VP003,3,WholeBrain,sensitivity__mse__scale4,3T_minus_3NT,-0.008946604565345719,0.01983617890316632,-0.04759505522596527,0.027877813863489018
VP003,3,WholeBrain,sensitivity__mse__scale5,3T_minus_3NT,,,,
VP004,2,Central,entropy__sample_entropy,2T_minus_2NT,0.005169661773632343,0.015176493332353921,-0.024687351976515275,0.034626535735104984
VP004,2,Central,entropy__mse,2T_minus_2NT,0.022415667779930225,0.021354137132224074,-0.019181948099998108,0.06398585372454661
VP004,2,Central,sensitivity__mse__scale1,2T_minus_2NT,0.005169661773632343,0.015176493332353921,-0.024687351976515275,0.034626535735104984
VP004,2,Central,sensitivity__mse__scale2,2T_minus_2NT,0.015678290279125283,0.026142815802921004,-0.036384415137453295,0.06431789623577766
VP004,2,Central,sensitivity__mse__scale3,2T_minus_2NT,0.009504450833978573,0.029240129073026255,-0.04648569107238777,0.06823285652880051
VP004,2,Central,sensitivity__mse__scale4,2T_minus_2NT,0.07094498565389182,0.03652816133483591,0.0006964967229339037,0.14044585958550726
VP004,2,Central,sensitivity__mse__scale5,2T_minus_2NT,,,,
VP004,2,Frontal,entropy__sample_entropy,2T_minus_2NT,-0.0013764433207625432,0.019150624188833357,-0.03760592393479161,0.036506230011003706
VP004,2,Frontal,entropy__mse,2T_minus_2NT,-0.006292962745316791,0.03180460953860141,-0.06930126725282275,0.05861210051438687
VP004,2,Frontal,sensitivity__mse__scale1,2T_minus_2NT,-0.0013764433207625432,0.019150624188833357,-0.03760592393479161,0.036506230011003706
VP004,2,Frontal,sensitivity__mse__scale2,2T_minus_2NT,-0.010029988984641316,0.03392952651593641,-0.07680782286574182,0.05715628620631003
VP004,2,Frontal,sensitivity__mse__scale3,2T_minus_2NT,-0.004693591003052923,0.03992408270021982,-0.08508136083979069,0.0774158978720951
VP004,2,Frontal,sensitivity__mse__scale4,2T_minus_2NT,-0.00877348307732986,0.03862028180044278,-0.08600527794741294,0.07003643762090009
VP004,2,Frontal,sensitivity__mse__scale5,2T_minus_2NT,,,,
VP004,2,Occipital,entropy__sample_entropy,2T_minus_2NT,0.011632453191486996,0.016027961699431575,-0.021404507153351373,0.04375055355883679
VP004,2,Occipital,entropy__mse,2T_minus_2NT,0.029561694030818403,0.020338091994184453,-0.01201348432560998,0.06882865943068969
VP004,2,Occipital,sensitivity__mse__scale1,2T_minus_2NT,0.011632453191486996,0.016027961699431575,-0.021404507153351373,0.04375055355883679
VP004,2,Occipital,sensitivity__mse__scale2,2T_minus_2NT,0.0426213358706878,0.024529249990913823,-0.0065445930980475965,0.08695985060139219
VP004,2,Occipital,sensitivity__mse__scale3,2T_minus_2NT,0.034676101480379765,0.029273042691403572,-0.021914315071772664,0.0927639967360356
VP004,2,Occipital,sensitivity__mse__scale4,2T_minus_2NT,0.029720806140841795,0.035512651396131155,-0.04066199220034784,0.09799742874349353
VP004,2,Occipital,sensitivity__mse__scale5,2T_minus_2NT,,,,
VP004,2,Parietal,entropy__sample_entropy,2T_minus_2NT,0.0017558507773496078,0.01574835193368598,-0.02919125889268257,0.03221930632905407
VP004,2,Parietal,entropy__mse,2T_minus_2NT,0.0328583744087352,0.01847559312751257,-0.001703993829728877,0.07031416592620202
VP004,2,Parietal,sensitivity__mse__scale1,2T_minus_2NT,0.0017558507773496078,0.01574835193368598,-0.02919125889268257,0.03221930632905407
VP004,2,Parietal,sensitivity__mse__scale2,2T_minus_2NT,0.011066982433644519,0.02310525392822599,-0.03200538409477349,0.05664400095831338
VP004,2,Parietal,sensitivity__mse__scale3,2T_minus_2NT,0.05130159672634928,0.023281666313772147,0.008720946009723932,0.0977096634187918
VP004,2,Parietal,sensitivity__mse__scale4,2T_minus_2NT,0.07401570837329151,0.0237813926319519,0.03007799109582407,0.12286835061866579
VP004,2,Parietal,sensitivity__mse__scale5,2T_minus_2NT,,,,
VP004,2,Temporal,entropy__sample_entropy,2T_minus_2NT,0.019793867340405502,0.020897707088517403,-0.018860459827328584,0.06116468897353274
VP004,2,Temporal,entropy__mse,2T_minus_2NT,0.05078022644558773,0.030576063346755573,-0.00618503282702611,0.1086189091591183
VP004,2,Temporal,sensitivity__mse__scale1,2T_minus_2NT,0.019793867340405502,0.020897707088517403,-0.018860459827328584,0.06116468897353274
VP004,2,Temporal,sensitivity__mse__scale2,2T_minus_2NT,0.10394953686401269,0.03239265006718141,0.041355996989088234,0.1676369048439925
VP004,2,Temporal,sensitivity__mse__scale3,2T_minus_2NT,0.05718139935814943,0.041187537568856666,-0.017520797014449706,0.1362293842034989
VP004,2,Temporal,sensitivity__mse__scale4,2T_minus_2NT,0.016898119542307036,0.046109167101831605,-0.07569848845506616,0.10637675503621882
VP004,2,Temporal,sensitivity__mse__scale5,2T_minus_2NT,,,,
VP004,2,WholeBrain,entropy__sample_entropy,2T_minus_2NT,0.0032377092872831544,0.015288282265386623,-0.026576226054828626,0.03359875098613642
VP004,2,WholeBrain,entropy__mse,2T_minus_2NT,0.01728554706441281,0.021186108966845047,-0.023420674288088104,0.06082893136347006
VP004,2,WholeBrain,sensitivity__mse__scale1,2T_minus_2NT,0.0032377092872831544,0.015288282265386623,-0.026576226054828626,0.03359875098613642
VP004,2,WholeBrain,sensitivity__mse__scale2,2T_minus_2NT,0.013288246973186422,0.02433795608725138,-0.03526582855598862,0.06223066286332384
VP004,2,WholeBrain,sensitivity__mse__scale3,2T_minus_2NT,0.02339581564213897,0.025860015388320823,-0.027600630649608368,0.07755089576087186
VP004,2,WholeBrain,sensitivity__mse__scale4,2T_minus_2NT,0.029427641130089888,0.023706032687355875,-0.01484775087732571,0.07741799166680646
VP004,2,WholeBrain,sensitivity__mse__scale5,2T_minus_2NT,,,,
VP004,3,Central,entropy__sample_entropy,3T_minus_3NT,-0.01956579774260105,0.013055481945548212,-0.04553834340721411,0.0044849109125315815
VP004,3,Central,entropy__mse,3T_minus_3NT,-0.0325062876336854,0.01915259583600423,-0.07088040169748233,0.004265864128813447
VP004,3,Central,sensitivity__mse__scale1,3T_minus_3NT,-0.01956579774260105,0.013055481945548212,-0.04553834340721411,0.0044849109125315815
VP004,3,Central,sensitivity__mse__scale2,3T_minus_3NT,-0.03905778092145563,0.023446820592854783,-0.08888482609220023,0.0050640588758413315
VP004,3,Central,sensitivity__mse__scale3,3T_minus_3NT,-0.031633226337841686,0.02594408342949154,-0.08404723136286146,0.017267348476908837
VP004,3,Central,sensitivity__mse__scale4,3T_minus_3NT,-0.043753026069064574,0.037053119027390516,-0.11607338172350175,0.025080253380016446
VP004,3,Central,sensitivity__mse__scale5,3T_minus_3NT,,,,
VP004,3,Frontal,entropy__sample_entropy,3T_minus_3NT,-0.038453571734276666,0.01924933712784158,-0.07528874919293226,-0.0017503456042341306
VP004,3,Frontal,entropy__mse,3T_minus_3NT,-0.07193972341831377,0.03355875521165616,-0.13542744521583155,-0.007199019203702427
VP004,3,Frontal,sensitivity__mse__scale1,3T_minus_3NT,-0.038453571734276666,0.01924933712784158,-0.07528874919293226,-0.0017503456042341306
VP004,3,Frontal,sensitivity__mse__scale2,3T_minus_3NT,-0.0805911789860708,0.03530292472243968,-0.1493426333248765,-0.01193185324730377
VP004,3,Frontal,sensitivity__mse__scale3,3T_minus_3NT,-0.09629125405988803,0.040700511443554244,-0.1724057117877849,-0.01493298724111069
VP004,3,Frontal,sensitivity__mse__scale4,3T_minus_3NT,-0.07232563296454522,0.04288843400610351,-0.15176500977983573,0.01474597555129557
VP004,3,Frontal,sensitivity__mse__scale5,3T_minus_3NT,,,,
VP004,3,Occipital,entropy__sample_entropy,3T_minus_3NT,0.013937284837857155,0.013731007885013241,-0.01186179719350035,0.04178623036764776
VP004,3,Occipital,entropy__mse,3T_minus_3NT,-0.025063534000189704,0.01659615208170599,-0.059106777895744006,0.005676170717807047
VP004,3,Occipital,sensitivity__mse__scale1,3T_minus_3NT,0.013937284837857155,0.013731007885013241,-0.01186179719350035,0.04178623036764776
VP004,3,Occipital,sensitivity__mse__scale2,3T_minus_3NT,0.011894351263172709,0.021425897129494973,-0.03068507376937235,0.05565766301617157
VP004,3,Occipital,sensitivity__mse__scale3,3T_minus_3NT,-0.0815453938831763,0.0318566726146665,-0.1394708373685505,-0.018027940970165943
VP004,3,Occipital,sensitivity__mse__scale4,3T_minus_3NT,-0.06498016420229596,0.032515652390106974,-0.12856531870506568,-0.0008550098322618847
VP004,3,Occipital,sensitivity__mse__scale5,3T_minus_3NT,,,,
VP004,3,Parietal,entropy__sample_entropy,3T_minus_3NT,-0.004988244044930563,0.012681775619496361,-0.029850464883848935,0.018773595423487825
VP004,3,Parietal,entropy__mse,3T_minus_3NT,-0.024431006673672907,0.01617556097947308,-0.057722535359279695,0.00566428011437684
VP004,3,Parietal,sensitivity__mse__scale1,3T_minus_3NT,-0.004988244044930563,0.012681775619496361,-0.029850464883848935,0.018773595423487825
VP004,3,Parietal,sensitivity__mse__scale2,3T_minus_3NT,-0.02212414463563039,0.020253681252016226,-0.061354087685156114,0.01716646252852272
VP004,3,Parietal,sensitivity__mse__scale3,3T_minus_3NT,-0.01364348104610908,0.021302591750609258,-0.0580452476159654,0.02436898339499036
VP004,3,Parietal,sensitivity__mse__scale4,3T_minus_3NT,-0.05637983996118145,0.022621122408587057,-0.09959923098432782,-0.0113806513229191
VP004,3,Parietal,sensitivity__mse__scale5,3T_minus_3NT,,,,
VP004,3,Temporal,entropy__sample_entropy,3T_minus_3NT,0.003970571095470718,0.015272323030805347,-0.02573875475280154,0.03172255650119062
VP004,3,Temporal,entropy__mse,3T_minus_3NT,0.0015562698315413745,0.0270379440576907,-0.052116296532956886,0.05359061727659963
VP004,3,Temporal,sensitivity__mse__scale1,3T_minus_3NT,0.003970571095470718,0.015272323030805347,-0.02573875475280154,0.03172255650119062
VP004,3,Temporal,sensitivity__mse__scale2,3T_minus_3NT,-0.005360411912844305,0.027288512175113876,-0.05715369340342196,0.04804859072398421
VP004,3,Temporal,sensitivity__mse__scale3,3T_minus_3NT,-0.02863071315386391,0.039971060998209955,-0.10562972985047257,0.04730121186082952
VP004,3,Temporal,sensitivity__mse__scale4,3T_minus_3NT,0.05197527047460295,0.04355726781315155,-0.03178408143514347,0.13089024611706448
VP004,3,Temporal,sensitivity__mse__scale5,3T_minus_3NT,,,,
VP004,3,WholeBrain,entropy__sample_entropy,3T_minus_3NT,-0.017029567214453804,0.013277512521843438,-0.04345204307336756,0.007248828693875233
VP004,3,WholeBrain,entropy__mse,3T_minus_3NT,-0.0421718908179661,0.02017395064292215,-0.08269676994963877,-0.005224426043565941
VP004,3,WholeBrain,sensitivity__mse__scale1,3T_minus_3NT,-0.017029567214453804,0.013277512521843438,-0.04345204307336756,0.007248828693875233
VP004,3,WholeBrain,sensitivity__mse__scale2,3T_minus_3NT,-0.04206540654885709,0.02278427922388437,-0.08911541226968125,-0.00044150378749168367
VP004,3,WholeBrain,sensitivity__mse__scale3,3T_minus_3NT,-0.05626951408054578,0.02474304521822091,-0.10442036607802774,-0.009525833419905294
VP004,3,WholeBrain,sensitivity__mse__scale4,3T_minus_3NT,-0.05587384967625114,0.025116124352599745,-0.10407405327424588,-0.006488333161122698
VP004,3,WholeBrain,sensitivity__mse__scale5,3T_minus_3NT,,,,
VP005,2,Central,entropy__sample_entropy,2T_minus_2NT,-0.013604731109031485,0.019187896973584,-0.05093099349089737,0.021260867417441657
VP005,2,Central,entropy__mse,2T_minus_2NT,-0.04106155215468356,0.0223948308216184,-0.08482740917128846,0.002138062384535792
VP005,2,Central,sensitivity__mse__scale1,2T_minus_2NT,-0.013604731109031485,0.019187896973584,-0.05093099349089737,0.021260867417441657
VP005,2,Central,sensitivity__mse__scale2,2T_minus_2NT,-0.02377914621158431,0.026420867003941643,-0.07607371693284805,0.027578724725038414
VP005,2,Central,sensitivity__mse__scale3,2T_minus_2NT,-0.047227086439841956,0.032719309914591516,-0.11309920956758004,0.015569434624564357
VP005,2,Central,sensitivity__mse__scale4,2T_minus_2NT,-0.06578626932833971,0.032359944409732916,-0.1266325430997132,-0.00127535272777338
VP005,2,Central,sensitivity__mse__scale5,2T_minus_2NT,,,,
VP005,2,Frontal,entropy__sample_entropy,2T_minus_2NT,-0.009577639970958927,0.015919477654216776,-0.04310704580431395,0.0203953151041804
VP005,2,Frontal,entropy__mse,2T_minus_2NT,-0.03339307014795367,0.020273173717812662,-0.07565057457451578,0.003936167116761269
VP005,2,Frontal,sensitivity__mse__scale1,2T_minus_2NT,-0.009577639970958927,0.015919477654216776,-0.04310704580431395,0.0203953151041804
VP005,2,Frontal,sensitivity__mse__scale2,2T_minus_2NT,-0.021512751526590865,0.023715164296609165,-0.07125882588656599,0.025790628123838838
VP005,2,Frontal,sensitivity__mse__scale3,2T_minus_2NT,-0.049928829251972215,0.022525396782924142,-0.09714163977805469,-0.005373037529985093
VP005,2,Frontal,sensitivity__mse__scale4,2T_minus_2NT,-0.05112791971377733,0.02285469806039853,-0.09642197758183492,-0.008330244415869362
VP005,2,Frontal,sensitivity__mse__scale5,2T_minus_2NT,,,,
VP005,2,Occipital,entropy__sample_entropy,2T_minus_2NT,-0.0032864736294861124,0.015288685978769178,-0.03202817247007166,0.025062488641242785
VP005,2,Occipital,entropy__mse,2T_minus_2NT,-0.05875547509337968,0.016924693656954592,-0.09291902368083944,-0.025746897119486623
VP005,2,Occipital,sensitivity__mse__scale1,2T_minus_2NT,-0.0032864736294861124,0.015288685978769178,-0.03202817247007166,0.025062488641242785
VP005,2,Occipital,sensitivity__mse__scale2,2T_minus_2NT,-0.049127001127993224,0.02114630254325566,-0.08818017857838498,-0.008758790153915726
VP005,2,Occipital,sensitivity__mse__scale3,2T_minus_2NT,-0.10783939654362615,0.03378160876845621,-0.17401741631771378,-0.03908220781305103
